episode,duration,ad_spot,pct_through,context
ELFCM132,18:42,08:22,44.8,"it go from a Christian bishop being killed to a huge celebration of love and romance, and something that is quite far removed from any religion? Well, it did start out as a religious feast. The Feast of St Valentine was added to the Catholic religious calendar around the year 496, and celebrated this mythical St Valentine."
ELFCM133,17:35,07:58,45.3,"So, hahah, maybe you found that funny, maybe you didn’t. The point is that it’s unexpected, and the fact that we’re trying to reconcile our expectations about what we thought would happen with what actually does happen is what makes us laugh. Our second theory of humour is called the Superiority Theory. Now, if you feel superior to someone, you feel like you are above them, you’re better than them."
ELFCM134,19:51,08:56,45.0,"I know this might sound uncomfortable for native speakers of certain languages, where using longer, more complicated vocabulary is considered better, but in English it isn’t. So, we have our base for English soup, but what next? We’ve only got to the 5th century AD, and the soup has only started bubbling. The next big event in the English language was the invasion by the Vikings, in the 8th Century AD."
ELFCM135,19:50,08:58,45.2,"Whether this is right or wrong is another question, but the result was that many of the old, British families with these huge country houses simply couldn’t afford to pay the tax on the inheritance and keep the property. To give you a working example, if your parents owned a large country mansion, a large country house, and it was left to you after they died, let’s say this"
ELFCM136,20:17,09:12,45.4,"from the characters, which he could then reinvest in making more and more movies. As the studio continued to grow, Disney was able to make more ambitious, more expensive, movies, the first of which was one I’m sure you will have seen, Snow White and the Seven Dwarves. Before Snow White, Disney mainly made short films, and Snow White was the first animated feature film, the first long film."
ELFCM137,16:03,07:17,45.4,"is locked up in a tower, cost $260 million dollars to make. So, there is a very high cost-base to the creative side of Disney, just to produce one of these films is hugely expensive. Even for a company like Disney, making one of these massive films is risky. It might flop, people might not like it, and in that case Disney can lose a lot of money on a film."
ELFCM138,18:57,08:36,45.4,"If a character was doing something evil and you couldn’t understand why, well that was scary. But if you know why the character is behaving in a particular way, even if what they are doing is evil, a child can manage it if they understand it. Again, to give you some examples, in The Little Mermaid, Ursula, the sea witch, has been thrown out of Atlantica by her rival, King Triton."
ELFCM139,22:54,10:15,44.8,"dedicated to Esperanto, it’s Episode 69, so if you want a full dose of Esperanto, that’s one to listen to if you haven’t done so already. As I hinted at, Esperanto was invented for very different reasons to Tolkein’s languages. While Tolkein’s were there for mythical, storytelling purposes, to give a voice and a language to an invented people, Esperanto was created to make"
ELFCM140,16:02,07:11,44.8,"It originated in, or very near to the East End of London, a small area about 2 km across, it’s the historical centre of London that is now quite far to the east of where you might think the centre would be. One theory about why it was created is that it was as a way for people who lived there to have their own, secret language so that the police couldn’t understand what they were saying."
ELFCM141,20:34,09:14,45.0,"At least, from a military point of view it was not a success. To cut a long story short, the French ships were sunk at the battle of the Nile in 1798, almost as soon as they arrived in Egypt. After 3 years of fighting against the British and the Ottomans, Napoleon fled back to France, and in 1801 the French forces surrendered."
ELFCM142,17:15,07:50,45.5,"Indeed, Scotland and England had been living in a slightly strange situation for just over a 100 years, where Scotland and England shared a king, they shared a monarch, despite technically being different countries. This happened because in 1603, as Elizabeth The First had no children, she made her closest living relative, James the Sixth of Scotland, also King of England."
ELFCM143,23:39,10:42,45.2,"Jean De la Valette had prepared the forts on the island, and outside the forts, in the settlements that the Ottomans were likely to pass through, Jean De la Valette had ordered for the wells to be poisoned, so that there was no drinking water, and for any food to be destroyed. The defending forces were seriously outnumbered - there were reportedly around 700 Knights and around 8000 Maltese soldiers facing the 40,000 strong Ottoman army."
ELFCM144,17:24,07:50,45.0,"open a main artery, and a huge fountain of blood would pour out, covering the men on the boat. They would then tow the dead whale back to the main boat, drag it onboard, and proceed to cut it up into small pieces, and boil them in pots to create the precious whale oil. After having repeated this 40 or 50 times, with 40 or 50 different whales, the ship would return to shore, where they would sell the whale"
ELFCM145,18:58,08:27,44.6,"So, footballers are paid a lot. And football clubs pay a lot to get footballers. But you probably knew this already - what is much more interesting is to ask ourselves….why? Yes, football is very popular, there is only room for 22 people to play on the field at any one time, and there are billions of people around the globe who love watching"
ELFCM146,22:41,10:09,44.8,"There were murals all over the city, he was mobbed by adoring fans everywhere he went. As well as being a hero to the people of Naples,  he was a national hero in Argentina after having led the national side to glory at the World Cup in 1986. It was to be in this tournament, and within the course of 5 minutes, in the England vs. Argentina quarter final, that the world saw two of the most famous goals by Maradona."
ELFCM147,19:52,08:53,44.7,"moving all over the world, being loaned out to unexpected places. Calvi had borrowed money denominated in dollars, and then sent it to other Banco Ambrosiano branches in places like the Caribbean. After that, it was lent out to non-existent companies, companies that existed only as a letterbox, and were used to move money all around the world."
ELFCM148,20:30,09:14,45.1,"this point through a relatively recent example. You may remember that a huge storm hit Texas in February, and millions of houses were left without electricity. At the start, Texan politicians blamed renewable energy, saying that they couldn’t cope with the extreme weather."
ELFCM149,27:35,12:27,45.2,"This is, of course, a great oversimplification. Newton was not only a pioneering scientist who set out the basis for much of today’s science but he also showed how you could use scientific techniques to solve problems. He demonstrated how, although Nature may be a puzzle, it can be hard to understand, we could, through scientific methods, gradually"
ELFCM150,25:44,11:28,44.6,"doing their jobs, you actually couldn’t be further from the truth, you couldn't be more wrong. In Britain The Industrial Revolution actually caused a boom in the demand for labour, so that there was an increase in average wages, people were paid more. Before The Industrial Revolution work had been primarily agricultural - most people would work on the land, growing crops, raising animals, and not doing a huge amount else."
ELFCM151,26:12,11:39,44.5,"of the new United States that was based on a very distinctive set of beliefs. Here it is perhaps helpful to revisit some of the ideas of the European Enlightenment from the episode on The Enlightenment. Key figures in the American revolution, such as Benjamin Franklin and Thomas Jefferson, were profoundly influenced by Enlightenment thinking and also by the writings and"
ELFCM152,28:18,12:42,44.9,"relatively peaceful, especially considering what was to come. It was peaceful in terms of bloodshed, there weren’t that many people being killed, but there was intense debate about what sort of society France should become. What place did a monarchy have in the future of the country? What should be done with the king?"
ELFCM153,22:38,10:14,45.2,"For those of you who enjoy old Western or cowboy films, it was Babbage who invented the so-called cow catcher, which is the triangular object attached to the front of a train to clear cows or any other objects out of the way of a train. On top of all his many interests, he was also Lucasian Professor of mathematics at Cambridge University, incidentally the same post held by Isaac Newton,"
ELFCM154,20:34,09:09,44.5,"It had become quite a common thing for film stars to go to Las Vegas for the weekend, and Bugsy Siegel thought there could be an opportunity to capitalise on this, to create luxury hotels and resorts that were available for the masses. In 1940 Siegel moved to Las Vegas, with the purpose of building hotels and casinos for the mafia, investing their illegal money into semi-legal businesses."
ELFCM155,21:25,09:39,45.1,"The view goes that it isn’t your fault that the train is running down the tracks, you aren’t responsible for the death of those five people, and if you flipped the switch to allow the train to kill the one person instead, well you would take some responsibility for that person’s death. If this is how you would think about the situation, let me put a spanner in the works, let me complicate it further by proposing to you an alternative."
ELFCM156,23:16,10:24,44.7,"amazing that these young men were so interested in art and culture, when young people today aren’t travelling for the same cultural reasons, there is another aspect to The Grand Tour that was a big attraction, and expectation, for these young men. These young men were very rich, they had no responsibilities, and were very far away from home, and from anyone they knew."
ELFCM157,20:26,09:11,44.9,"answer depends on who you speak to, and how much the price rises. There are many instances in history of hyperinflation, when the price rises at an uncontrollable level, and that is undoubtedly a bad thing. You are probably familiar with the examples of Weimar Germany, of Zimbabwe, and more recently, of Venezuela."
ELFCM158,25:56,11:38,44.9,"international crusade for left-leaning writers and thinkers of the time. Orwell, like his fellow writer, the American Ernest Hemingway, headed south to join the anti-Franco forces, the Republicans, in their fight against Franco‘s fascists. It was not just his experience fighting at the front and being wounded with a bullet through his neck that influenced him so greatly, but it was perhaps above all his experience"
ELFCM159,20:05,09:04,45.2,"never actually get back the cost of filing the patent. I can remember a colleague from an early job who was convinced that he had invented an amazing way to stop the wires for your headphones getting tangled in your pocket. He spent thousands of dollars on a patent, and I don’t think he ever sold a single set of headphones."
ELFCM160,25:33,11:29,45.0,"In America, the civil rights movement had been going on for almost 20 years. African Americans had been fighting for equal rights and had been struggling against systemic racism in the U S. The podium for the 200m race was to become a centre of political demonstration, and the scene of probably the most iconic photo in Olympic political history."
ELFCM161,21:23,09:40,45.2,"world has a large overlap with a list of ex-British colonies. It’s currently New Zealand, Australia, India, England, South Africa, Pakistan, Bangladesh, The West Indies, Sri Lanka and Afghanistan. It might sound like a strange game to have become so popular. You do need a large space to play it, it takes quite"
ELFCM162,25:47,11:37,45.1,"Some of these words you won’t find in common usage, but there are hundreds of them that you probably know already. Critic, Bedroom, Birthplace, Fashionable, Lonely, Traditional, the list goes on. Now, you might be thinking, hang on, if he invented so many words, how did people understand what he was saying?"
ELFCM163,20:13,09:03,44.8,"remind you about some of the most startling, the most surprising, discoveries. The first thing to mention about what they discovered is actually what they didn’t discover. They didn’t discover bodies, but instead discovered holes in the solid ash layer. You might think, hang on, I thought I had seen bodies of people in Pompeii...who were these people then?"
ELFCM164,22:25,10:01,44.7,"from a New York property developer, but shortly afterwards the numbers were in the hundreds of millions and then the billions. WeWork was flying high, and burning through money, it was spending far more money than it made. By 2016 it was not just a unicorn, the term given by investors to a startup valued at over a billion dollars, it was now a decacorn, a company valued at over $10 billion."
ELFCM165,20:39,09:13,44.7,"and Jeffrey Skilling was hired to start something called Enron bank. Skilling’s other major suggestion to Enron was to switch the way it did its accounting. Enron had previously used a straightforward, simple way of accounting. If it bought or sold oil or gas, or was paid for transporting it, these numbers would be added to its accounts."
ELFCM166,23:17,10:35,45.5,"She had managed to recruit some very influential people to be investors and board members, including two former US Secretaries of State, one being Henry Kissinger, a former and a future US Secretary of Defence, as well as other grandees, other important people from corporate America. They were almost all old men with no medical background who were completely captivated by this young, brilliant, entrepreneur."
ELFCM167,19:46,08:54,45.0,"bought and sold, but the reality was that they hadn’t bought or sold anything. When writing these reports, he would look back at the share prices from a few days before, then choose the shares that had increased in price, and say that he had bought those ones. If investors wanted to take out their money, this wasn’t a problem for Madoff, because he would just take this money out of the bank account."
ELFCM168,19:28,08:52,45.6,"him with a gift of pepper that weighed 50 lb in weight, or 23 kilos. You might think that a gift of 23 kilos worth of pepper wasn’t a great gift, but this was incredibly valuable, pepper was incredibly expensive compared to what pepper costs today. To give you an example of the change in cost and therefore affordability of pepper, here are some examples of how much it cost in terms of labour,"
ELFCM169,28:40,12:53,45.0,"Probably the most noticeable aspect of Mormonism to non-mormons is the missionary element. Young Mormons, typically in their late teens, are strongly encouraged to go on missions to help spread the word of the church, to try to convert people to their faith. Pairs of young boys or girls are sent to different areas, to all different parts of the world, for a period of two years for boys, or 18 months for girls."
ELFCM170,27:40,12:26,45.0,"restrict medicine to trained professionals, for very good obvious reasons. But L.Ron Hubbard realised that there was another category that didn’t need to provide evidence. Religion. If L.Ron could turn Dianetics from a medical procedure into a religious organisation, it wouldn’t be required to demonstrate its efficacy, it wouldn't be required"
ELFCM171,21:27,09:35,44.7,"of devout Catholics, Protestants, Muslims or Jews who have experienced similar family breakups when a child or sibling decides to leave the religion. When it comes to Scientology though, leaving is even harder. If someone looks like they are going to leave the church of Scientology, they are labelled a Suppressive Person, and the church will reportedly"
ELFCM172,24:11,10:52,45.0,"run that tinned food is a deadlier weapon than the machine gun."" This was for the average person in Britain, but for the richest in society it was a different story directly after the French Revolution. As you will have heard if you have listened to the episode on the French Revolution, the French aristocracy suffered considerably during these bloody years; some, like the King, literally"
ELFCM173,21:45,09:48,45.1,"Being impartial is a lot harder than some people think. It means not expressing opinions, it means concealing what you actually think about something, even if you might have a very strong opinion, you are not allowed to show it. It also means allowing different opinions to be aired, different opinions to be shown from the entire political spectrum, left to right."
ELFCM174,21:59,09:55,45.1,"tiny amount of time compared to the status quo, to the normal way of doing it. It’s also thought that 3D printing will completely revolutionise the global manufacturing supply chain. If we take the example of a British car manufacturer, it currently buys parts for its cars from different factories all over the world."
ELFCM175,17:20,07:48,45.1,"are only a few things that we know for sure are likely to help us live longer, healthier lives. The good news is that I'm sure you already know them, and they are pretty easy and affordable to do. Don’t smoke, take regular exercise, and eat healthily. But even doing this, one day our bodies will decide that our time is up. A recent study published in a journal called Nature Communications suggested"
ELFCM176,24:11,10:48,44.7,"It might have only been a metallic ball, but what it represented was of huge importance. If the USSR could launch a satellite into orbit, and it now had atomic weapons, then nowhere was safe. This sparked what has come to be known as the Sputnik Crisis, a period of self-reflection in the US where it wondered where it had gone wrong."
ELFCM177,16:14,07:18,45.0,"White, and Roger Chaffee were killed in a fire during a routine test. White had been the first American to walk in space, a couple of months after his Soviet counterpart, but along with his two fellow astronauts he was trapped inside their spaceship and killed in a fire. Then, on April 23rd, 1967, Vladimir Komarov became the first astronaut, or cosmonaut as he is called in Russian, to be killed on a space mission, when his parachute failed to open properly"
ELFCM178,19:24,08:48,45.4,"It has done this mainly by developing reusable rocket technology. You may have seen clips of the Falcon rocket, the SpaceX rocket, returning to Earth, where it can be refurbished, and then reused, which of course results in a large cost saving. These companies don’t exist for the public good, of course. They exist to make money."
ELFCM179,26:34,11:59,45.1,"In retrospect, he had the vision to see what was happening: that the two prominent European dictators who had come to power in the 1920s, so, Adolf Hitler in Germany and Benito Mussolini in Italy, they were building up their armies, navies and air forces. Churchill, who had learnt to fly in the early years of aviation, was a particularly strong campaigner for Britain to build up its air force."
ELFCM180,29:19,13:15,45.2,"he had a sense of history unfolding - and of the most terrible, imminent and worrying danger. The policies of the Western democracies had failed dramatically: disarmament and appeasement had proved to be disastrous. The cynical and brutal tactics of Adolf Hitler in particular appeared to be effortlessly successful. Churchill, having opposed disarmament and appeasement and spoken out strongly in favour of the"
ELFCM181,24:17,10:56,45.0,"A gallon is just under 5 litres. We have no way of knowing for sure, but it is highly likely that this liquid appreciation was in recognition of Chaucer‘s talents as a poet. Even today, the poet chosen by the monarchy as the official poet is paid in liquid form – a barrel of something called sherry, a barrel is about"
ELFCM182,22:48,10:16,45.0,"when the 2007 financial crisis came he reported that he lost almost all of his money, going from a fortune of around $100 million to just $4 million. And it was after the financial crisis that things started to reach new levels of crazy. He moved to Belize, the tiny Central American country between Mexico and Guatemala, in 2008. He bought up a large plot of land, but claimed that he was being"
ELFCM183,23:01,10:15,44.6,"The second stage involves improved living conditions, including better access to healthcare and sanitation, therefore child mortality decreases, and more children survive, leading the population to increase dramatically. The third stage is that families realise that they don’t have to continue to have lots of children, because most are surviving, so there are fewer"
ELFCM184,26:14,11:45,44.8,"Although there are plenty of examples of banning books in the few hundred years after Gutenberg’s printing press, we are going to focus on the past 100 years or so, and look at banned books in the 20th and 21st centuries. The different reasons for banning books tend to overlap, but I have separated them into four categories: political, sexual, moral and religious."
ELFCM185,19:35,08:48,44.9,"Holden Caulfield smoked, he tried to order alcohol at a bar, despite being underage, he tried to hire a prostitute, he skipped school, he lied, he behaved in a way that was contrary to good American values. And so, so the argument goes, he was a bad example and teenagers shouldn’t read his story. If you have listened to the last episode, episode 183, on Banned Books, you will"
ELFCM186,23:12,10:31,45.3,"back to them, and one drew his sword, ready to attack Wallace. Wallace wasn’t armed, he didn’t have a sword, but he managed to hit one of the English soldiers with his fishing rod, snatch his sword, and killed two of the other soldiers. This incident has actually given the name to a Scottish plant, a “Bickering Bush”. To bicker means to argue, and legend has it that this"
ELFCM187,24:25,10:54,44.7,"treacherous young man, called Henry Stuart, Lord Darnley. If you’ve noticed that he shares the same surname as her, well done, good spot. Yes, you are right, he is her cousin. He is a very beautiful man and he and Mary make a lovely couple as they dance together, but, along with his many disadvantages listed above, he is promiscuous, bisexual, and power-hungry."
ELFCM188,29:17,13:07,44.8,"Most of the soldiers in the army weren’t professional soldiers, they were farmers, essentially. They were not expecting to go on a long military campaign, and they needed to get back home for the harvest. The soldiers also knew that the Government forces were determined to seek revenge for the humiliating defeat at Prestonpans, and to crush the Jacobite cause for good."
ELFCM189,21:49,09:55,45.4,"Now, he wasn’t using the phrase to describe how amazing America was, but was using it in the context of the fact that there was nothing “exceptional” about America that would mean that it could resist socialism. In that, he was wrong of course, at least at the time, but he did help bring back the phrase into popular usage."
ELFCM190,22:09,10:02,45.3,"gun usage and limit gun control in the United States. Broadly, this can be put into five main categories: Firstly, political lobbying. The NRA is one of the most powerful interest-groups in Washington DC, and it works hard to persuade politicians to support gun rights at every level of government."
ELFCM191,21:44,09:36,44.2,"but a lottery that would take years for you to figure out whether you had won or not. You would plant the seeds, then wait typically six years or more before the tree even started producing fruit, and only then would you be able to taste it and see whether it was any good. Now, although apple growing was popular almost from the day the pilgrims first set foot on the continent, there is one man who has forever gone down in history for his association"
ELFCM192,26:50,12:00,44.7,"the early days of Wikipedia, there was no review process - anyone could write it. This has its own share of problems, which we’ll come on to discuss a bit later, but the “open source” nature of Wikipedia meant that it grew significantly faster than its big brother, Nupedia. Wikipedia was founded on January 15th 2001, and within three months there were 3,900 articles. The more articles it had, the more Wikipedia pages appeared as results on search engines, so the"
ELFCM193,24:32,11:00,44.9,"But, factions, different groups, were arising. Specifically, one group led by the gaul Crixus, a group of around 30,000 men, decided to stay behind in central Italy while Spartacus moved north. The Roman forces managed to catch up with Crixus, and by this time they were better prepared. Crixus and his men were slaughtered."
ELFCM194,18:19,08:15,45.1,"Student debt was out of control. Global warming was this huge existential threat. And the situation was getting worse and worse. There was this general agreement that something had to be done, but no agreement about what it was, other than to scrap the entire system and start afresh."
ELFCM195,17:38,07:57,45.1,"paintings for a thousand euros, you can now sell them for 50,000 euros. A gallery would still want its commission. It might be a little bit less than 50% now, but let’s say you negotiated well you might get €30,000. Your early fans, people who believed in you from the beginning, can sell your early works for 50,000 euros."
ELFCM196,27:44,12:24,44.7,"The majority Spanish sailors did not appreciate being under the leadership of a Portuguese captain. Although Magellan had been granted Spanish citizenship, and was undertaking this mission on behalf of the Spanish king, he was still Portuguese. And the Portuguese king, when he found out what Magellan had done, was furious, and sent Portuguese ships to follow Magellan as he sailed south."
ELFCM197,23:21,10:31,45.1,"He started off his career working as something called a footman, a man whose job was to follow and protect the carriage of a wealthy person. Footmen were normally chosen because of their physical attributes. They needed to be strong, so they could help people in and out of the carriages, and push or pull the carriage if it got stuck in the mud."
ELFCM198,26:26,11:55,45.1,"As news returned to England, the king was furious. Kidd was a wanted man, and eventually he was lured, he was tricked into returning to New York, whereupon he was arrested, sent back to England, and hung. As a warning to other and future pirates, Kidd’s body was left hanging on the edge of the river Thames."
ELFCM199,26:42,12:02,45.1,"You probably know the painting, you've probably seen Edvard Munch's The Scream. Munch actually did four versions of the work, two in paint and two in pastel. Both of the paint versions have been stolen. The first version was stolen in 1994 from the National Art Museum in Oslo, just before Norway was set to host the 1994 Winter Olympics."
ELFCM200,23:45,10:42,45.1,"Of course, this would often take some time, so he would start turning the screwdriver, then Kleinklaus would hear someone coming and cough, Breitweiser would move away from the object, and only return to it when the person had left the room. He would purposefully choose smaller, less popular museums, and less famous works of art. Fewer people meant the actual theft was easier, because it was more common to find a room empty."
ELFCM201,24:20,10:56,45.0,"Secondly, his behaviour on the night shortly before the robbery was suspicious. After walking around the gallery he went to a side door, a door to the street, and opened and closed it. Why? Was he signalling to the thieves who were waiting nearby?"
ELFCM202,22:40,10:10,44.9,"Stories were printed by the Nazi propaganda machine portraying Jews as an obstacle in the way of a united Arian population, and at the same time stories were suppressed, they were hidden, about the atrocities that were being committed as part of the Holocaust. It’s hard to find a group in recent history that better understood the power of manipulating the media, and with more tragic consequences, than the Nazis."
ELFCM203,28:01,12:41,45.3,"almost 100 year period of what historians have called a “splendid isolation” from Europe. And although the First World War ended after four years, this was only really a temporary hiatus, with the eventual peace in Europe only coming in 1945 at the end of World War II. Let’s reflect quickly on the importance of the world wars for the British relationship with Europe, before moving on to what this all means."
ELFCM204,19:53,08:54,44.8,"And the Remain campaign also had people from across the political spectrum, many of whom were there somewhat reluctantly. Not least the leader of the Conservatives, David Cameron, and the leader of Labour, Jeremy Corbyn. Both had expressed Eurosceptic views in the past, and both were fierce political enemies and clearly disliked each other, so it was not particularly convincing."
ELFCM205,24:59,11:16,45.1,"responsible for this disruption, and there is a distinct lack of agreement. Naturally to the proponents of Brexit, to those who supported leaving the EU, it is very convenient to blame the UK’s economic problems on COVID, not Brexit. And to those looking to score political points against the Brexit-voting leadership of the UK, it is very convenient to blame Brexit."
ELFCM206,26:15,11:48,45.0,"Welsh words for “cor”, meaning dwarf, or very small, and “ci”, meaning dog. So “corgi” just means “dwarf dog” in Welsh. In any case, the Queen loves them, and has had over 30 different corgis over the course of her life. They are, reportedly, not very well behaved, and run all over Buckingham Palace, sitting on the sofas and generally causing trouble."
ELFCM207,20:38,09:21,45.3,"Firstly, you have to physically build a parking space, they aren’t made from nothing. For an on-street parking space in the US it is estimated to cost around $1,750 to build it, and then another $400 to maintain every year. Off-street parking spaces are even more expensive, as you have to either dig underground or create entire buildings for them, and the sky's the limit for how expensive they can get."
ELFCM208,22:52,10:21,45.2,"actor who played James Bond in the TV adaptation of Casino Royale in 1967. They all have their different quirks, their different characteristics, and the actors interpreted the character of James Bond differently. Roger Moore, for example, who played 007 from 1973 until 1985, for a total of 7 movies, played a slightly comical, tongue-in-cheek Bond, one who cracked jokes and was never particularly serious."
ELFCM209,27:29,12:28,45.4,"with the understanding that she would benefit from it if he were successful. When Drake returned three years later with a ship full of gold and riches, he donated half of it to his queen, which was thought to be enough money to pay off the national debt at the time. Indeed, this tension is something that you can still see today in London. The city may have swelled, it may have grown so big that Westminster and The City are"
ELFCM210,20:41,09:17,44.9,"For example, an “h” was put into various words, resulting in the modern day spellings of ghost, ghastly and gherkin [which is a small, pickled cucumber that you sometimes find sliced in a hamburger, by the way]. Snobbery, or arrogance, played a part too. With the Renaissance fashion for claiming classical ancestry for words,"
ELFCM211,23:07,10:22,44.9,"Of course, this was hugely disruptive to the operations of the printing business. Carrier created a machine that used a system of fans to blow over coils, small tubes in a ring, which would be filled with cold water. As the humid air moved over the cold coils, water would be removed from the air and the air temperature would fall, so when this air was blown out it was colder than before."
ELFCM212,26:23,11:54,45.1,"and the adult world corrupted the innocence of children. We can see how this is so very different to the original ideas of childhood, and even of John Locke’s vision, where he suggested that children were blank slates that needed instruction. Now, through the Romantic movement in Britain, childhood became almost holy, a time of innocence, the only time in a human’s life where he or she was completely"
ELFCM213,28:36,12:56,45.2,"Ryanair’s behind the scenes cost-cutting is extensive. It only buys one type of plane, the Boeing 737-800, and it buys this plane in large quantities, which leads to discounts on the price. It means the planes can be customised to be very basic so they rarely need to be repaired, and it means staff don’t need to be trained on how to operate different types of plane."
ELFCM214,20:48,09:31,45.8,"While B-P’s views on gender equality might be something he is criticised for today, he showed progressive views on social mobility, and right from the start made sure that being a Scout was something that should be open to and encouraged for all boys of all social classes. This was certainly not obvious, given the importance of social class in other aspects of British society at that time."
ELFCM215,24:41,11:09,45.2,"right, and that one shouldn’t repress one’s feelings. What’s more, homosexuality, if you were wondering where this is going, homosexuality was illegal in Great Britain, it was literally a crime to engage in homosexual acts. This wasn’t to be an obstacle to Oscar Wilde. It’s not clear exactly when and with whom his first homosexual"
ELFCM216,19:38,08:50,45.0,"1920s, which was followed shortly later by The Second World War. So it was to be in the post-war period, first in the United States but then everywhere else in the world, that the fast food boom really got going. It all started, really, with two brothers, Richard and Maurice. You might be able to guess their surname, McDonald."
ELFCM217,20:37,09:11,44.5,"people waited to get a glimpse of what western capitalism looked like. There’s a funny video from this day where a journalist interviews people waiting in line - several of them don’t know what everyone else is queueing for, they just saw a line and joined it. And in fact just to work at McDonald’s, which is now not the most desirable job in the world, there were 25,000 applicants to work at the Moscow location when it announced it was hiring."
ELFCM218,15:43,07:01,44.7,"service, and it also got customers used to the idea of ordering restaurant food to eat at at home, especially from apps such as Uber Eats, Deliveroo, Glovo, GrubHub or any of the hundreds of other options that have emerged. Many of these options already existed before the pandemic, but it was a trend that was accelerated by COVID."
ELFCM219,30:22,13:40,45.1,"Britain dyed their bodies blue, but they also associated blue with mourning and misfortune. Blue‘s rise to prominence is associated with the rare and precious rock, lapis lazuli, from which you could create the powerful, intense deep blue colour of ultramarine. Prior to the 18th century, this magical stone, this lapis lazuli came from a single source in the mountains of Afghanistan."
ELFCM220,23:03,10:22,45.0,"them up, usually in the case of the Birmingham sloggers, with fists and the large buckles of belts. was in the 1880s that we first started hearing about a gang of sloggers that calls itself the Peaky Blinders. They weren’t sophisticated criminals, they didn’t have sprawling criminal empires and alliances with other gangs."
ELFCM221,26:04,11:41,44.8,"position to sell and distribute alcohol, making vast profits in the process. Business was good, and Torrio and Capone started to grow rich, but they were not the only crime gang in town. There were feuds with other Chicago crime gangs, both Italian and Irish, and after several attempts on his life, Torrio decided that he wanted out of the world of crime, he wanted to retire."
ELFCM222,23:46,10:36,44.6,"or where people convicted of minor crimes are held, and a “prison” is the place where more serious criminals are held after they have been sentenced. So, Dillinger was in jail, awaiting trial. When he had been arrested, police had searched his pockets and found a map that looked like it was a map of a prison, it looked like it was a plan for a prison escape."
ELFCM223,21:56,09:45,44.4,"and me and my brother ruled London. We were fucking untouchable…” The Krays were now, at least to much of the outside world, respectable businessmen. They were nightclub owners, and they soon opened up several other nightclubs, again in Soho and the West End of the city,  crucially far"
ELFCM224,24:09,10:52,45.0,"In 1700, 13% of the population lived in cities, in 1800 it was 21% then by 1900 it was 41%. Understandably, if it seemed inevitable that society was becoming urban, people wondered what these cities of the future would look like. You’ve probably seen artists' impressions of cities of the future having flying cars and trains in the sky."
ELFCM225,21:21,09:40,45.3,"Skripal had been a double-agent for the British, he had been passing information to the British secret service in the 1990s, and had spent six years in Russian prison before being allowed to move to the UK, where he lived a very quiet life. When Skripal and his daughter were poisoned, the finger was immediately pointed at Russia, and really, to the man at the top, Vladimir Putin."
ELFCM226,18:08,08:14,45.4,"when he was not yet 18 years old, he moved to Seattle. The story goes that he asked a friend what city in the United States was furthest away from where he was, in Tampa, Florida. His friend took out a map and drew a line all the way across, getting to Seattle, on the far north-west of the country."
ELFCM227,17:35,07:49,44.5,"shows a year, well, having black clothes probably does make a lot of sense. Or there’s another theory that he wore it out of solidarity for the American soldiers who had died in the Korean war. Or it might well have been because of black’s association with sin and bad behaviour, and sin was something that Johnny Cash was becoming increasingly familiar with."
ELFCM228,31:42,14:15,45.0,"And he was obviously quite good at the guitar, but nothing he did on the guitar was revolutionary. Elvis’s talent and appeal came from Elvis Presley the performer. He looked and acted the part. He was an incredibly handsome young man, and had an amazing presence. It was, therefore, perhaps no surprise that both he and his manager thought"
ELFCM229,21:37,09:39,44.7,"Christian heaven where believers could live a true, honest life. So, what happened next? Well, it didn’t last for long. A US Congressman named Leo Ryan came to investigate in 1978, after receiving pleas from concerned relatives of members of the cult."
ELFCM230,25:30,11:31,45.2,"This increasing abuse of OxyContin led to both a black market in the drug and the growth of so-called “pill mills”, doctors’ clinics that were happy to provide prescriptions to anyone even if they didn’t medically need them. But even if these pills were bought on the black market, from a pill mill or from another unlicensed individual, prescription opioids weren’t cheap."
ELFCM231,24:37,11:11,45.5,"Then another 15% is sponsorship and advertising. With over 400 million Formula One fans around the world, there are a lot of eyeballs on races, and so Formula One can command high prices to advertisers to sponsor it. And there’s another final category, a fourth category, of other miscellaneous revenue. Formula One has exclusive clubs and areas at each Grand Prix, it makes money from transporting"
ELFCM232,29:24,13:05,44.5,"Like any war it involved a tremendous amount of destruction, death and suffering. As with any civil war, it divided communities and families, even setting brother against brother, father against son. Whereas some civil wars, the Spanish Civil War, for example, set different social classes against each other, the first English Civil War did not"
ELFCM233,18:33,08:16,44.6,"by contaminated water, it isn’t something you get through bad smells. The water was still filthy, and the sewers leaked into the drinking water, and there were continued outbreaks of cholera. Then in the summer of 1858, in fact only a month after the death of John Snow, the city was hit by a heatwave."
ELFCM234,22:38,10:22,45.8,"and given that we don’t live in the Middle Ages now and they aren’t going to be killed in battle or die from disease, there simply isn’t the need to have so many official members of the royal family, we don’t need to have all these “back-ups”. Secondly, because it is clear that the more official members of a family you have, the more chance there is of one doing something wrong and reflecting"
ELFCM235,22:12,09:52,44.4,"they went relatively unnoticed, at least by the American public. The robberies were small, and they were far from the only criminals who had killed policemen. This, remember, was the era of the bank robber. John Dillinger, who you can hear about in episode number 222 by the way, John Dillinger was in full swing, and there were plenty of hardened criminals robbing"
